NAME,Population,FIPS
"Macon County, Missouri",15254,29121
"Madison County, Missouri",12205,29123
"Maries County, Missouri",8884,29125
"Marion County, Missouri",28672,29127
"Mercer County, Missouri",3664,29129
"Miller County, Missouri",25049,29131
"Mississippi County, Missouri",13748,29133
"Moniteau County, Missouri",15958,29135
"Monroe County, Missouri",8654,29137
"Montgomery County, Missouri",11545,29139
"Morgan County, Missouri",20137,29141
"New Madrid County, Missouri",17811,29143
"Newton County, Missouri",58202,29145
"Nodaway County, Missouri",22547,29147
"Oregon County, Missouri",10699,29149
"Osage County, Missouri",13619,29151
"Ozark County, Missouri",9236,29153
"Pemiscot County, Missouri",17031,29155
"Perry County, Missouri",19146,29157
"Pettis County, Missouri",42371,29159
"Phelps County, Missouri",44789,29161
"Pike County, Missouri",18489,29163
"Platte County, Missouri",98824,29165
"Polk County, Missouri",31549,29167
"Pulaski County, Missouri",52591,29169
"Putnam County, Missouri",4815,29171
"Ralls County, Missouri",10217,29173
"Randolph County, Missouri",24945,29175
"Ray County, Missouri",22825,29177
"Reynolds County, Missouri",6315,29179
"Ripley County, Missouri",13693,29181
"St. Charles County, Missouri",389985,29183
"St. Clair County, Missouri",9383,29185
"Ste. Genevieve County, Missouri",17871,29186
"St. Francois County, Missouri",66342,29187
"St. Louis County, Missouri",998684,29189
"Saline County, Missouri",23102,29195
"Schuyler County, Missouri",4502,29197
"Scotland County, Missouri",4898,29199
"Scott County, Missouri",38729,29201
"Shannon County, Missouri",8246,29203
"Shelby County, Missouri",6061,29205
"Stoddard County, Missouri",29512,29207
"Stone County, Missouri",31527,29209
"Sullivan County, Missouri",6317,29211
"Taney County, Missouri",54720,29213
"Texas County, Missouri",25671,29215
"Vernon County, Missouri",20691,29217
"Warren County, Missouri",33908,29219
"Washington County, Missouri",24931,29221
"Wayne County, Missouri",13308,29223
"Webster County, Missouri",38082,29225
"Worth County, Missouri",2040,29227
"Wright County, Missouri",18293,29229
"St. Louis city, Missouri",311273,29510
"Beaverhead County, Montana",9393,30001
"Big Horn County, Montana",13376,30003
"Blaine County, Montana",6727,30005
"Broadwater County, Montana",5834,30007
"Carbon County, Montana",10546,30009
"Cascade County, Montana",81746,30013
"Chouteau County, Montana",5789,30015
"Custer County, Montana",11845,30017
"Dawson County, Montana",9191,30021
"Deer Lodge County, Montana",9100,30023
"Fergus County, Montana",11273,30027
"Flathead County, Montana",98082,30029
"Gallatin County, Montana",104729,30031
"Glacier County, Montana",13699,30035
"Granite County, Montana",3269,30039
"Hill County, Montana",16439,30041
"Jefferson County, Montana",11778,30043
"Judith Basin County, Montana",1951,30045
"Lake County, Montana",29774,30047
"Lewis and Clark County, Montana",67077,30049
"Lincoln County, Montana",19358,30053
"Madison County, Montana",8218,30057
"Mineral County, Montana",4211,30061
"Missoula County, Montana",115983,30063
"Park County, Montana",16246,30067
"Phillips County, Montana",4124,30071
"Pondera County, Montana",6044,30073
"Powell County, Montana",6861,30077
"Ravalli County, Montana",41902,30081
"Richland County, Montana",11360,30083
"Roosevelt County, Montana",11228,30085
"Rosebud County, Montana",9250,30087
"Sanders County, Montana",11521,30089
"Silver Bow County, Montana",34814,30093
"Stillwater County, Montana",9410,30095
"Sweet Grass County, Montana",3653,30097
"Teton County, Montana",6080,30099
"Toole County, Montana",4976,30101
"Valley County, Montana",7532,30105
"Wheatland County, Montana",2149,30107
"Yellowstone County, Montana",157816,30111
"Adams County, Nebraska",31583,31001
"Antelope County, Nebraska",6372,31003
"Boone County, Nebraska",5313,31011
"Box Butte County, Nebraska",11089,31013
"Buffalo County, Nebraska",49030,31019
"Burt County, Nebraska",6528,31021
"Butler County, Nebraska",8067,31023
"Cass County, Nebraska",25702,31025
"Cedar County, Nebraska",8523,31027
"Cherry County, Nebraska",5790,31031
"Cheyenne County, Nebraska",9852,31033
"Clay County, Nebraska",6232,31035
"Colfax County, Nebraska",10760,31037
"Cuming County, Nebraska",8991,31039
"Custer County, Nebraska",10830,31041
"Dakota County, Nebraska",20317,31043
"Dawes County, Nebraska",8896,31045
"Dawson County, Nebraska",23804,31047
"Dixon County, Nebraska",5746,31051
"Dodge County, Nebraska",36683,31053
"Douglas County, Nebraska",554992,31055
"Fillmore County, Nebraska",5574,31059
"Franklin County, Nebraska",3006,31061
"Furnas County, Nebraska",4786,31065
"Gage County, Nebraska",21595,31067
"Gosper County, Nebraska",2015,31073
"Greeley County, Nebraska",2410,31077
"Hall County, Nebraska",61343,31079
"Hamilton County, Nebraska",9178,31081
"Harlan County, Nebraska",3438,31083
"Hitchcock County, Nebraska",2843,31087
"Holt County, Nebraska",10245,31089
"Howard County, Nebraska",6405,31093
"Jefferson County, Nebraska",7188,31095
"Johnson County, Nebraska",5197,31097
"Kearney County, Nebraska",6552,31099
"Keith County, Nebraska",8099,31101
"Kimball County, Nebraska",3667,31105
"Knox County, Nebraska",8460,31107
"Lancaster County, Nebraska",310094,31109
"Lincoln County, Nebraska",35433,31111
"Madison County, Nebraska",35164,31119
"Merrick County, Nebraska",7803,31121
"Morrill County, Nebraska",4841,31123
"Nance County, Nebraska",3554,31125
"Nemaha County, Nebraska",7004,31127
"Nuckolls County, Nebraska",4275,31129
"Otoe County, Nebraska",15896,31131
"Pawnee County, Nebraska",2676,31133
"Perkins County, Nebraska",2907,31135
"Phelps County, Nebraska",9120,31137
"Pierce County, Nebraska",7157,31139
"Platte County, Nebraska",33063,31141
"Polk County, Nebraska",5255,31143
"Red Willow County, Nebraska",10806,31145
"Richardson County, Nebraska",8009,31147
"Saline County, Nebraska",14288,31151
"Sarpy County, Nebraska",178351,31153
"Saunders County, Nebraska",21024,31155
"Scotts Bluff County, Nebraska",36255,31157
"Seward County, Nebraska",17127,31159
"Sheridan County, Nebraska",5234,31161
"Sherman County, Nebraska",3042,31163
"Stanton County, Nebraska",5992,31167
"Thayer County, Nebraska",5098,31169
"Thurston County, Nebraska",7140,31173
"Washington County, Nebraska",20219,31177
"Wayne County, Nebraska",9367,31179
"Webster County, Nebraska",3571,31181
"York County, Nebraska",13799,31185
"Churchill County, Nevada",24010,32001
"Clark County, Nevada",2141574,32003
"Douglas County, Nevada",47828,32005
"Elko County, Nevada",52252,32007
"Humboldt County, Nevada",16904,32013
"Lander County, Nevada",5746,32015
"Lincoln County, Nevada",5174,32017
"Lyon County, Nevada",53155,32019
"Mineral County, Nevada",4448,32021
"Nye County, Nevada",43705,32023
"Pershing County, Nevada",6611,32027
"Storey County, Nevada",3941,32029
"Washoe County, Nevada",450486,32031
"White Pine County, Nevada",9737,32033
"Carson City, Nevada",54467,32510
"Belknap County, New Hampshire",60640,33001
"Carroll County, New Hampshire",47840,33003
"Cheshire County, New Hampshire",76263,33005
"Coos County, New Hampshire",32038,33007
"Grafton County, New Hampshire",89811,33009
"Hillsborough County, New Hampshire",411087,33011
"Merrimack County, New Hampshire",149452,33013
"Rockingham County, New Hampshire",305129,33015
"Strafford County, New Hampshire",128237,33017
"Sullivan County, New Hampshire",43125,33019
"Atlantic County, New Jersey",268539,34001
"Bergen County, New Jersey",929999,34003
"Burlington County, New Jersey",446367,34005
"Camden County, New Jersey",507367,34007
"Cape May County, New Jersey",93705,34009
"Cumberland County, New Jersey",153400,34011
"Essex County, New Jersey",793555,34013
"Gloucester County, New Jersey",290852,34015
"Hudson County, New Jersey",668631,34017
"Hunterdon County, New Jersey",125051,34019
"Mercer County, New Jersey",368762,34021
"Middlesex County, New Jersey",826698,34023
"Monmouth County, New Jersey",623387,34025
"Morris County, New Jersey",494383,34027
"Ocean County, New Jersey",591939,34029
"Passaic County, New Jersey",504041,34031
"Salem County, New Jersey",63336,34033
"Somerset County, New Jersey",330176,34035
"Sussex County, New Jersey",142298,34037
"Union County, New Jersey",553066,34039
"Warren County, New Jersey",106293,34041
"Bernalillo County, New Mexico",677692,35001
"Catron County, New Mexico",3539,35003
"Chaves County, New Mexico",65459,35005
"Cibola County, New Mexico",26978,35006
"Colfax County, New Mexico",12353,35007
"Curry County, New Mexico",50199,35009
"Do�a Ana County, New Mexico",215338,35013
"Eddy County, New Mexico",57437,35015
"Grant County, New Mexico",28061,35017
"Guadalupe County, New Mexico",4382,35019
"Hidalgo County, New Mexico",4371,35023
"Lea County, New Mexico",70126,35025
"Lincoln County, New Mexico",19482,35027
"Los Alamos County, New Mexico",18356,35028
"Luna County, New Mexico",24264,35029
"McKinley County, New Mexico",72849,35031
"Mora County, New Mexico",4563,35033
"Otero County, New Mexico",65745,35035
"Quay County, New Mexico",8373,35037
"Rio Arriba County, New Mexico",39307,35039
"Roosevelt County, New Mexico",19117,35041
"Sandoval County, New Mexico",140769,35043
"San Juan County, New Mexico",127455,35045
"San Miguel County, New Mexico",28034,35047
"Santa Fe County, New Mexico",148917,35049
"Sierra County, New Mexico",11135,35051
"Socorro County, New Mexico",17000,35053
"Taos County, New Mexico",32888,35055
"Torrance County, New Mexico",15595,35057
"Union County, New Mexico",4175,35059
"Valencia County, New Mexico",75956,35061
"Albany County, New York",307426,36001
"Allegany County, New York",47025,36003
"Bronx County, New York",1437872,36005
"Broome County, New York",194402,36007
"Cattaraugus County, New York",77686,36009
"Cayuga County, New York",77868,36011
"Chautauqua County, New York",129656,36013
"Chemung County, New York",85740,36015
"Chenango County, New York",48348,36017
"Clinton County, New York",80794,36019
"Columbia County, New York",60919,36021
"Cortland County, New York",48123,36023
"Delaware County, New York",45502,36025
"Dutchess County, New York",293894,36027
"Erie County, New York",919866,36029
"Essex County, New York",37751,36031
"Franklin County, New York",50692,36033
"Fulton County, New York",53743,36035
"Genesee County, New York",58112,36037
"Greene County, New York",47617,36039
"Hamilton County, New York",4575,36041
"Herkimer County, New York",62505,36043
"Jefferson County, New York",114448,36045
"Kings County, New York",2600747,36047
"Lewis County, New York",26719,36049
"Livingston County, New York",63907,36051
"Madison County, New York",71359,36053
"Monroe County, New York",744248,36055
"Montgomery County, New York",49426,36057
"Nassau County, New York",1356564,36059
"New York County, New York",1632480,36061
"Niagara County, New York",211704,36063
"Oneida County, New York",230782,36065
"Onondaga County, New York",464242,36067
"Ontario County, New York",109472,36069
"Orange County, New York",378227,36071
"Orleans County, New York",41175,36073
"Oswego County, New York",119104,36075
"Otsego County, New York",60244,36077
"Putnam County, New York",99070,36079
"Queens County, New York",2298513,36081
"Rensselaer County, New York",159431,36083
"Richmond County, New York",474101,36085
"Rockland County, New York",323686,36087
"St. Lawrence County, New York",109558,36089
"Saratoga County, New York",227377,36091
"Schenectady County, New York",154883,36093
"Schoharie County, New York",31364,36095
"Schuyler County, New York",17992,36097
"Seneca County, New York",34612,36099
"Steuben County, New York",96927,36101
"Suffolk County, New York",1487901,36103
"Sullivan County, New York",75211,36105
"Tioga County, New York",49045,36107
"Tompkins County, New York",102962,36109
"Ulster County, New York",179303,36111
"Warren County, New York",64480,36113
"Washington County, New York",61828,36115
"Wayne County, New York",90856,36117
"Westchester County, New York",968815,36119
"Wyoming County, New York",40565,36121
"Yates County, New York",25009,36123
"Alamance County, North Carolina",160576,37001
"Alexander County, North Carolina",37119,37003
"Alleghany County, North Carolina",10973,37005
"Anson County, North Carolina",25306,37007
"Ashe County, North Carolina",26786,37009
"Avery County, North Carolina",17501,37011
"Beaufort County, North Carolina",47243,37013
"Bertie County, North Carolina",19644,37015
"Bladen County, North Carolina",33778,37017
"Brunswick County, North Carolina",126860,37019
"Buncombe County, North Carolina",254474,37021
"Burke County, North Carolina",89712,37023
"Cabarrus County, North Carolina",201448,37025
"Caldwell County, North Carolina",81779,37027
"Camden County, North Carolina",10447,37029
"Carteret County, North Carolina",68920,37031
"Caswell County, North Carolina",22746,37033
"Catawba County, North Carolina",156729,37035
"Chatham County, North Carolina",69791,37037
"Cherokee County, North Carolina",27668,37039
"Chowan County, North Carolina",14205,37041
"Clay County, North Carolina",10813,37043
"Cleveland County, North Carolina",97159,37045
"Columbus County, North Carolina",56293,37047
"Craven County, North Carolina",103082,37049
"Cumberland County, North Carolina",332106,37051
"Currituck County, North Carolina",25796,37053
"Dare County, North Carolina",35741,37055
"Davidson County, North Carolina",164664,37057
"Davie County, North Carolina",41991,37059
"Duplin County, North Carolina",59062,37061
"Durham County, North Carolina",306457,37063
"Edgecombe County, North Carolina",53332,37065
"Forsyth County, North Carolina",371573,37067
"Franklin County, North Carolina",64902,37069
"Gaston County, North Carolina",216585,37071
"Gates County, North Carolina",11563,37073
"Graham County, North Carolina",8557,37075
"Granville County, North Carolina",58874,37077
"Greene County, North Carolina",21008,37079
"Guilford County, North Carolina",523582,37081
"Halifax County, North Carolina",51737,37083
"Harnett County, North Carolina",130361,37085
"Haywood County, North Carolina",60433,37087
"Henderson County, North Carolina",113625,37089
"Hertford County, North Carolina",24153,37091
"Hoke County, North Carolina",53239,37093
"Hyde County, North Carolina",5393,37095
"Iredell County, North Carolina",172525,37097
"Jackson County, North Carolina",42256,37099
"Johnston County, North Carolina",191172,37101
"Jones County, North Carolina",9695,37103
"Lee County, North Carolina",60125,37105
"Lenoir County, North Carolina",57227,37107
"Lincoln County, North Carolina",81441,37109
"McDowell County, North Carolina",45109,37111
"Macon County, North Carolina",34410,37113
"Madison County, North Carolina",21405,37115
"Martin County, North Carolina",23054,37117
"Mecklenburg County, North Carolina",1054314,37119
"Mitchell County, North Carolina",15040,37121
"Montgomery County, North Carolina",27338,37123
"Moore County, North Carolina",95629,37125
"Nash County, North Carolina",94003,37127
"New Hanover County, North Carolina",224231,37129
"Northampton County, North Carolina",20186,37131
"Onslow County, North Carolina",193912,37133
"Orange County, North Carolina",142938,37135
"Pamlico County, North Carolina",12742,37137
"Pasquotank County, North Carolina",39479,37139
"Pender County, North Carolina",59020,37141
"Perquimans County, North Carolina",13459,37143
"Person County, North Carolina",39305,37145
"Pitt County, North Carolina",177372,37147
"Polk County, North Carolina",20458,37149
"Randolph County, North Carolina",142958,37151
"Richmond County, North Carolina",45189,37153
"Robeson County, North Carolina",133442,37155
"Rockingham County, North Carolina",91270,37157
"Rowan County, North Carolina",139605,37159
"Rutherford County, North Carolina",66532,37161
"Sampson County, North Carolina",63561,37163
"Scotland County, North Carolina",35262,37165
"Stanly County, North Carolina",61114,37167
"Stokes County, North Carolina",45905,37169
"Surry County, North Carolina",72099,37171
"Swain County, North Carolina",14254,37173
"Transylvania County, North Carolina",33513,37175
"Tyrrell County, North Carolina",4119,37177
"Union County, North Carolina",226694,37179
"Vance County, North Carolina",44482,37181
"Wake County, North Carolina",1046558,37183
"Warren County, North Carolina",20033,37185
"Washington County, North Carolina",12156,37187
"Watauga County, North Carolina",54117,37189
"Wayne County, North Carolina",124002,37191
"Wilkes County, North Carolina",68460,37193
"Wilson County, North Carolina",81336,37195
"Yadkin County, North Carolina",37665,37197
"Yancey County, North Carolina",17667,37199
"Adams County, North Dakota",2351,38001
"Barnes County, North Dakota",10836,38003
"Benson County, North Dakota",6886,38005
"Bottineau County, North Dakota",6589,38009
"Bowman County, North Dakota",3195,38011
"Burke County, North Dakota",2213,38013
"Burleigh County, North Dakota",93737,38015
"Cass County, North Dakota",174202,38017
"Cavalier County, North Dakota",3824,38019
"Dickey County, North Dakota",4970,38021
"Divide County, North Dakota",2369,38023
"Dunn County, North Dakota",4387,38025
"Eddy County, North Dakota",2313,38027
"Emmons County, North Dakota",3352,38029
"Foster County, North Dakota",3290,38031
"Grand Forks County, North Dakota",70400,38035
"Grant County, North Dakota",2380,38037
"Griggs County, North Dakota",2266,38039
"Hettinger County, North Dakota",2576,38041
"Kidder County, North Dakota",2460,38043
"LaMoure County, North Dakota",4100,38045
"Logan County, North Dakota",1927,38047
"McHenry County, North Dakota",5927,38049
"McIntosh County, North Dakota",2654,38051
"McKenzie County, North Dakota",12536,38053
"McLean County, North Dakota",9608,38055
"Mercer County, North Dakota",8570,38057
"Morton County, North Dakota",30544,38059
"Mountrail County, North Dakota",10152,38061
"Nelson County, North Dakota",2920,38063
"Pembina County, North Dakota",7016,38067
"Pierce County, North Dakota",4210,38069
"Ramsey County, North Dakota",11557,38071
"Ransom County, North Dakota",5361,38073
"Renville County, North Dakota",2495,38075
"Richland County, North Dakota",16288,38077
"Rolette County, North Dakota",14603,38079
"Sargent County, North Dakota",3883,38081
"Sioux County, North Dakota",4413,38085
"Stark County, North Dakota",30876,38089
"Steele County, North Dakota",1910,38091
"Stutsman County, North Dakota",21064,38093
"Towner County, North Dakota",2246,38095
"Traill County, North Dakota",8019,38097
"Walsh County, North Dakota",10802,38099
"Ward County, North Dakota",69034,38101
"Wells County, North Dakota",4055,38103
"Williams County, North Dakota",34061,38105
"Adams County, Ohio",27878,39001
"Allen County, Ohio",103642,39003
"Ashland County, Ohio",53477,39005
"Ashtabula County, Ohio",98136,39007
"Athens County, Ohio",65936,39009
"Auglaize County, Ohio",45784,39011
"Belmont County, Ohio",68472,39013
"Brown County, Ohio",43679,39015
"Butler County, Ohio",378294,39017
"Carroll County, Ohio",27578,39019
"Champaign County, Ohio",38864,39021
"Clark County, Ohio",135198,39023
"Clermont County, Ohio",203216,39025
"Clinton County, Ohio",41896,39027
"Columbiana County, Ohio",104003,39029
"Coshocton County, Ohio",36574,39031
"Crawford County, Ohio",42021,39033
"Cuyahoga County, Ohio",1253783,39035
"Darke County, Ohio",51734,39037
"Defiance County, Ohio",38279,39039
"Delaware County, Ohio",197008,39041
"Erie County, Ohio",75136,39043
"Fairfield County, Ohio",152910,39045
"Fayette County, Ohio",28645,39047
"Franklin County, Ohio",1275333,39049
"Fulton County, Ohio",42305,39051
"Gallia County, Ohio",30195,39053
"Geauga County, Ohio",93961,39055
"Greene County, Ohio",165811,39057
"Guernsey County, Ohio",39274,39059
"Hamilton County, Ohio",812037,39061
"Hancock County, Ohio",75690,39063
"Hardin County, Ohio",31542,39065
"Harrison County, Ohio",15307,39067
"Henry County, Ohio",27316,39069
"Highland County, Ohio",43007,39071
"Hocking County, Ohio",28495,39073
"Holmes County, Ohio",43859,39075
"Huron County, Ohio",58457,39077
"Jackson County, Ohio",32524,39079
"Jefferson County, Ohio",66886,39081
"Knox County, Ohio",61215,39083
"Lake County, Ohio",230052,39085
"Lawrence County, Ohio",60622,39087
"Licking County, Ohio",172293,39089
"Logan County, Ohio",45307,39091
"Lorain County, Ohio",306713,39093
"Lucas County, Ohio",432379,39095
"Madison County, Ohio",43988,39097
"Mahoning County, Ohio",231064,39099
"Marion County, Ohio",65344,39101
"Medina County, Ohio",177257,39103
"Meigs County, Ohio",23160,39105
"Mercer County, Ohio",40806,39107
"Miami County, Ohio",104800,39109
"Monroe County, Ohio",14090,39111
"Montgomery County, Ohio",532034,39113
"Morgan County, Ohio",14702,39115
"Morrow County, Ohio",34976,39117
"Muskingum County, Ohio",86076,39119
"Noble County, Ohio",14443,39121
"Ottawa County, Ohio",40709,39123
"Paulding County, Ohio",18872,39125
"Perry County, Ohio",35985,39127
"Pickaway County, Ohio",57420,39129
"Pike County, Ohio",28214,39131
"Portage County, Ohio",162644,39133
"Preble County, Ohio",41207,39135
"Putnam County, Ohio",33969,39137
"Richland County, Ohio",121324,39139
"Ross County, Ohio",77051,39141
"Sandusky County, Ohio",59299,39143
"Scioto County, Ohio",76377,39145
"Seneca County, Ohio",55475,39147
"Shelby County, Ohio",48797,39149
"Stark County, Ohio",373475,39151
"Summit County, Ohio",541810,39153
"Trumbull County, Ohio",201794,39155
"Tuscarawas County, Ohio",92526,39157
"Union County, Ohio",55654,39159
"Van Wert County, Ohio",28281,39161
"Vinton County, Ohio",13111,39163
"Warren County, Ohio",226564,39165
"Washington County, Ohio",60671,39167
"Wayne County, Ohio",116208,39169
"Williams County, Ohio",36936,39171
"Wood County, Ohio",129936,39173
"Wyandot County, Ohio",22107,39175
"Adair County, Oklahoma",22113,40001
"Alfalfa County, Oklahoma",5857,40003
"Atoka County, Oklahoma",13874,40005
"Beaver County, Oklahoma",5415,40007
"Beckham County, Oklahoma",22621,40009
"Blaine County, Oklahoma",9634,40011
"Bryan County, Oklahoma",45759,40013
"Caddo County, Oklahoma",29342,40015
"Canadian County, Oklahoma",136710,40017
"Carter County, Oklahoma",48406,40019
"Cherokee County, Oklahoma",48599,40021
"Choctaw County, Oklahoma",14886,40023
"Cimarron County, Oklahoma",2189,40025
"Cleveland County, Oklahoma",276733,40027
"Coal County, Oklahoma",5618,40029
"Comanche County, Oklahoma",122561,40031
"Cotton County, Oklahoma",5929,40033
"Craig County, Oklahoma",14493,40035
"Creek County, Oklahoma",71160,40037
"Custer County, Oklahoma",29209,40039
"Delaware County, Oklahoma",42112,40041
"Dewey County, Oklahoma",4918,40043
"Ellis County, Oklahoma",4072,40045
"Garfield County, Oklahoma",62190,40047
"Garvin County, Oklahoma",27823,40049
"Grady County, Oklahoma",54733,40051
"Grant County, Oklahoma",4418,40053
"Greer County, Oklahoma",5943,40055
"Harmon County, Oklahoma",2721,40057
"Harper County, Oklahoma",3847,40059
"Haskell County, Oklahoma",12704,40061
"Hughes County, Oklahoma",13460,40063
"Jackson County, Oklahoma",25384,40065
"Jefferson County, Oklahoma",6223,40067
"Johnston County, Oklahoma",11041,40069
"Kay County, Oklahoma",44880,40071
"Kingfisher County, Oklahoma",15618,40073
"Kiowa County, Oklahoma",9001,40075
"Latimer County, Oklahoma",10495,40077
"Le Flore County, Oklahoma",49909,40079
"Lincoln County, Oklahoma",34854,40081
"Logan County, Oklahoma",46044,40083
"Love County, Oklahoma",9933,40085
"McClain County, Oklahoma",38634,40087
"McCurtain County, Oklahoma",32966,40089
"McIntosh County, Oklahoma",19819,40091
"Major County, Oklahoma",7718,40093
"Marshall County, Oklahoma",16376,40095
"Mayes County, Oklahoma",40980,40097
"Murray County, Oklahoma",13875,40099
"Muskogee County, Oklahoma",69084,40101
"Noble County, Oklahoma",11411,40103
"Nowata County, Oklahoma",10383,40105
"Okfuskee County, Oklahoma",12115,40107
"Oklahoma County, Oklahoma",782051,40109
"Okmulgee County, Oklahoma",38889,40111
"Osage County, Oklahoma",47311,40113
"Ottawa County, Oklahoma",31566,40115
"Pawnee County, Oklahoma",16428,40117
"Payne County, Oklahoma",81512,40119
"Pittsburg County, Oklahoma",44382,40121
"Pontotoc County, Oklahoma",38358,40123
"Pottawatomie County, Oklahoma",72000,40125
"Pushmataha County, Oklahoma",11119,40127
"Roger Mills County, Oklahoma",3708,40129
"Rogers County, Oklahoma",90814,40131
"Seminole County, Oklahoma",25071,40133
"Sequoyah County, Oklahoma",41359,40135
"Stephens County, Oklahoma",43983,40137
"Texas County, Oklahoma",21121,40139
"Tillman County, Oklahoma",7515,40141
"Tulsa County, Oklahoma",642781,40143
"Wagoner County, Oklahoma",77850,40145
"Washington County, Oklahoma",52001,40147
"Washita County, Oklahoma",11432,40149
"Woods County, Oklahoma",9127,40151
"Woodward County, Oklahoma",20967,40153
"Baker County, Oregon",15984,41001
"Benton County, Oregon",89780,41003
"Clackamas County, Oregon",405788,41005
"Clatsop County, Oregon",38562,41007
"Columbia County, Oregon",50851,41009
"Coos County, Oregon",63308,41011
"Crook County, Oregon",22337,41013
"Curry County, Oregon",22507,41015
"Deschutes County, Oregon",180640,41017
"Douglas County, Oregon",108323,41019
"Grant County, Oregon",7183,41023
"Harney County, Oregon",7228,41025
"Hood River County, Oregon",23131,41027
"Jackson County, Oregon",214267,41029
"Jefferson County, Oregon",23143,41031
"Josephine County, Oregon",85481,41033
"Klamath County, Oregon",66310,41035
"Lake County, Oregon",7843,41037
"Lane County, Oregon",368882,41039
"Lincoln County, Oregon",47881,41041
"Linn County, Oregon",122870,41043
"Malheur County, Oregon",30431,41045
"Marion County, Oregon",335553,41047
"Morrow County, Oregon",11215,41049
"Multnomah County, Oregon",798647,41051
"Polk County, Oregon",81427,41053
"Tillamook County, Oregon",26076,41057
"Umatilla County, Oregon",76898,41059
"Union County, Oregon",26028,41061
"Wallowa County, Oregon",6924,41063
"Wasco County, Oregon",25866,41065
"Washington County, Oregon",581821,41067
"Yamhill County, Oregon",103820,41071
"Adams County, Pennsylvania",102023,42001
"Allegheny County, Pennsylvania",1225561,42003
"Armstrong County, Pennsylvania",66331,42005
"Beaver County, Pennsylvania",166896,42007
"Bedford County, Pennsylvania",48611,42009
"Berks County, Pennsylvania",416642,42011
"Blair County, Pennsylvania",123842,42013
"Bradford County, Pennsylvania",61304,42015
"Bucks County, Pennsylvania",626370,42017
"Butler County, Pennsylvania",186566,42019
"Cambria County, Pennsylvania",134550,42021
"Cameron County, Pennsylvania",4686,42023
"Carbon County, Pennsylvania",63931,42025
"Centre County, Pennsylvania",161443,42027
"Chester County, Pennsylvania",517156,42029
"Clarion County, Pennsylvania",38827,42031
"Clearfield County, Pennsylvania",80216,42033
"Clinton County, Pennsylvania",39074,42035
"Columbia County, Pennsylvania",66220,42037
"Crawford County, Pennsylvania",86164,42039
"Cumberland County, Pennsylvania",247433,42041
"Dauphin County, Pennsylvania",274515,42043
"Delaware County, Pennsylvania",563527,42045
"Elk County, Pennsylvania",30608,42047
"Erie County, Pennsylvania",275972,42049
"Fayette County, Pennsylvania",132289,42051
"Forest County, Pennsylvania",7351,42053
"Franklin County, Pennsylvania",153751,42055
"Fulton County, Pennsylvania",14506,42057
"Greene County, Pennsylvania",37144,42059
"Huntingdon County, Pennsylvania",45421,42061
"Indiana County, Pennsylvania",85755,42063
"Jefferson County, Pennsylvania",44084,42065
"Juniata County, Pennsylvania",24562,42067
"Lackawanna County, Pennsylvania",211454,42069
"Lancaster County, Pennsylvania",538347,42071
"Lawrence County, Pennsylvania",87382,42073
"Lebanon County, Pennsylvania",138674,42075
"Lehigh County, Pennsylvania",362613,42077
"Luzerne County, Pennsylvania",317884,42079
"Lycoming County, Pennsylvania",114859,42081
"McKean County, Pennsylvania",41806,42083
"Mercer County, Pennsylvania",112630,42085
"Mifflin County, Pennsylvania",46362,42087
"Monroe County, Pennsylvania",167586,42089
"Montgomery County, Pennsylvania",821301,42091
"Montour County, Pennsylvania",18294,42093
"Northampton County, Pennsylvania",301778,42095
"Northumberland County, Pennsylvania",92325,42097
"Perry County, Pennsylvania",45924,42099
"Philadelphia County, Pennsylvania",1575522,42101
"Pike County, Pennsylvania",55498,42103
"Potter County, Pennsylvania",16937,42105
"Schuylkill County, Pennsylvania",143555,42107
"Snyder County, Pennsylvania",40466,42109
"Somerset County, Pennsylvania",74949,42111
"Sullivan County, Pennsylvania",6177,42113
"Susquehanna County, Pennsylvania",41340,42115
"Tioga County, Pennsylvania",41226,42117
"Union County, Pennsylvania",45114,42119
"Venango County, Pennsylvania",52376,42121
"Warren County, Pennsylvania",40035,42123
"Washington County, Pennsylvania",207547,42125
"Wayne County, Pennsylvania",51536,42127
"Westmoreland County, Pennsylvania",354751,42129
"Wyoming County, Pennsylvania",27588,42131
"York County, Pennsylvania",444014,42133
"Bristol County, Rhode Island",48900,44001
"Kent County, Rhode Island",163861,44003
"Newport County, Rhode Island",83075,44005
"Providence County, Rhode Island",634533,44007
"Washington County, Rhode Island",126242,44009
"Abbeville County, South Carolina",24657,45001
"Aiken County, South Carolina",166926,45003
"Allendale County, South Carolina",9214,45005
"Anderson County, South Carolina",195995,45007
"Bamberg County, South Carolina",14600,45009
"Barnwell County, South Carolina",21577,45011
"Beaufort County, South Carolina",182658,45013
"Berkeley County, South Carolina",209065,45015
"Calhoun County, South Carolina",14713,45017
"Charleston County, South Carolina",394708,45019
"Cherokee County, South Carolina",56711,45021
"Chester County, South Carolina",32326,45023
"Chesterfield County, South Carolina",46024,45025
"Clarendon County, South Carolina",34017,45027
"Colleton County, South Carolina",37568,45029
"Darlington County, South Carolina",67253,45031
"Dillon County, South Carolina",30871,45033
"Dorchester County, South Carolina",155474,45035
"Edgefield County, South Carolina",26769,45037
"Fairfield County, South Carolina",22712,45039
"Florence County, South Carolina",138561,45041
"Georgetown County, South Carolina",61605,45043
