NAME,Population,FIPS
"Appanoose County, Iowa",12510,19007
"Audubon County, Iowa",5637,19009
"Benton County, Iowa",25626,19011
"Black Hawk County, Iowa",133009,19013
"Boone County, Iowa",26399,19015
"Bremer County, Iowa",24782,19017
"Buchanan County, Iowa",21125,19019
"Buena Vista County, Iowa",20260,19021
"Butler County, Iowa",14735,19023
"Calhoun County, Iowa",9780,19025
"Carroll County, Iowa",20344,19027
"Cass County, Iowa",13191,19029
"Cedar County, Iowa",18445,19031
"Cerro Gordo County, Iowa",42984,19033
"Cherokee County, Iowa",11468,19035
"Chickasaw County, Iowa",12099,19037
"Clarke County, Iowa",9282,19039
"Clay County, Iowa",16313,19041
"Clayton County, Iowa",17672,19043
"Clinton County, Iowa",47218,19045
"Crawford County, Iowa",17132,19047
"Dallas County, Iowa",84002,19049
"Davis County, Iowa",8885,19051
"Decatur County, Iowa",8044,19053
"Delaware County, Iowa",17258,19055
"Des Moines County, Iowa",39600,19057
"Dickinson County, Iowa",17056,19059
"Dubuque County, Iowa",96802,19061
"Emmet County, Iowa",9551,19063
"Fayette County, Iowa",19929,19065
"Floyd County, Iowa",15858,19067
"Franklin County, Iowa",10245,19069
"Fremont County, Iowa",6968,19071
"Greene County, Iowa",9003,19073
"Grundy County, Iowa",12341,19075
"Guthrie County, Iowa",10674,19077
"Hamilton County, Iowa",15110,19079
"Hancock County, Iowa",10888,19081
"Hardin County, Iowa",17127,19083
"Harrison County, Iowa",14143,19085
"Henry County, Iowa",19926,19087
"Howard County, Iowa",9264,19089
"Humboldt County, Iowa",9566,19091
"Ida County, Iowa",6916,19093
"Iowa County, Iowa",16207,19095
"Jackson County, Iowa",19395,19097
"Jasper County, Iowa",36891,19099
"Jefferson County, Iowa",18077,19101
"Johnson County, Iowa",147001,19103
"Jones County, Iowa",20568,19105
"Keokuk County, Iowa",10200,19107
"Kossuth County, Iowa",15075,19109
"Lee County, Iowa",34541,19111
"Linn County, Iowa",222121,19113
"Louisa County, Iowa",11223,19115
"Lucas County, Iowa",8597,19117
"Lyon County, Iowa",11769,19119
"Madison County, Iowa",15890,19121
"Mahaska County, Iowa",22208,19123
"Marion County, Iowa",33207,19125
"Marshall County, Iowa",40271,19127
"Mills County, Iowa",14957,19129
"Mitchell County, Iowa",10631,19131
"Monona County, Iowa",8796,19133
"Monroe County, Iowa",7863,19135
"Montgomery County, Iowa",10155,19137
"Muscatine County, Iowa",42950,19139
"O'Brien County, Iowa",13911,19141
"Osceola County, Iowa",6115,19143
"Page County, Iowa",15363,19145
"Palo Alto County, Iowa",9055,19147
"Plymouth County, Iowa",25039,19149
"Pocahontas County, Iowa",6898,19151
"Polk County, Iowa",474274,19153
"Pottawattamie County, Iowa",93503,19155
"Poweshiek County, Iowa",18605,19157
"Ringgold County, Iowa",4984,19159
"Sac County, Iowa",9868,19161
"Scott County, Iowa",172288,19163
"Shelby County, Iowa",11694,19165
"Sioux County, Iowa",34825,19167
"Story County, Iowa",96922,19169
"Tama County, Iowa",17136,19171
"Taylor County, Iowa",6201,19173
"Union County, Iowa",12453,19175
"Van Buren County, Iowa",7223,19177
"Wapello County, Iowa",35315,19179
"Warren County, Iowa",49361,19181
"Washington County, Iowa",22143,19183
"Wayne County, Iowa",6413,19185
"Webster County, Iowa",36757,19187
"Winnebago County, Iowa",10571,19189
"Winneshiek County, Iowa",20401,19191
"Woodbury County, Iowa",102398,19193
"Worth County, Iowa",7489,19195
"Wright County, Iowa",12804,19197
"Allen County, Kansas",12630,20001
"Anderson County, Kansas",7852,20003
"Atchison County, Kansas",16363,20005
"Barton County, Kansas",26791,20009
"Bourbon County, Kansas",14702,20011
"Brown County, Kansas",9664,20013
"Butler County, Kansas",66468,20015
"Chase County, Kansas",2645,20017
"Chautauqua County, Kansas",3367,20019
"Cherokee County, Kansas",20331,20021
"Cheyenne County, Kansas",2677,20023
"Clark County, Kansas",2053,20025
"Clay County, Kansas",8142,20027
"Cloud County, Kansas",9060,20029
"Coffey County, Kansas",8296,20031
"Cowley County, Kansas",35591,20035
"Crawford County, Kansas",39108,20037
"Decatur County, Kansas",2881,20039
"Dickinson County, Kansas",19004,20041
"Doniphan County, Kansas",7736,20043
"Douglas County, Kansas",119319,20045
"Edwards County, Kansas",2925,20047
"Elk County, Kansas",2562,20049
"Ellis County, Kansas",28878,20051
"Ellsworth County, Kansas",6293,20053
"Finney County, Kansas",36957,20055
"Ford County, Kansas",34484,20057
"Franklin County, Kansas",25563,20059
"Geary County, Kansas",34895,20061
"Graham County, Kansas",2545,20065
"Grant County, Kansas",7616,20067
"Gray County, Kansas",6037,20069
"Greenwood County, Kansas",6156,20073
"Hamilton County, Kansas",2616,20075
"Harper County, Kansas",5673,20077
"Harvey County, Kansas",34555,20079
"Haskell County, Kansas",4047,20081
"Jackson County, Kansas",13318,20085
"Jefferson County, Kansas",18888,20087
"Jewell County, Kansas",2916,20089
"Johnson County, Kansas",585502,20091
"Kearny County, Kansas",3932,20093
"Kingman County, Kansas",7470,20095
"Kiowa County, Kansas",2526,20097
"Labette County, Kansas",20367,20099
"Leavenworth County, Kansas",80042,20103
"Lincoln County, Kansas",3097,20105
"Linn County, Kansas",9635,20107
"Logan County, Kansas",2810,20109
"Lyon County, Kansas",33299,20111
"McPherson County, Kansas",28630,20113
"Marion County, Kansas",12032,20115
"Marshall County, Kansas",9798,20117
"Meade County, Kansas",4261,20119
"Miami County, Kansas",33127,20121
"Mitchell County, Kansas",6222,20123
"Montgomery County, Kansas",32970,20125
"Morris County, Kansas",5566,20127
"Morton County, Kansas",2838,20129
"Nemaha County, Kansas",10104,20131
"Neosho County, Kansas",16125,20133
"Ness County, Kansas",2955,20135
"Norton County, Kansas",5486,20137
"Osage County, Kansas",15882,20139
"Osborne County, Kansas",3603,20141
"Ottawa County, Kansas",5902,20143
"Pawnee County, Kansas",6709,20145
"Phillips County, Kansas",5408,20147
"Pottawatomie County, Kansas",23545,20149
"Pratt County, Kansas",9582,20151
"Rawlins County, Kansas",2509,20153
"Reno County, Kansas",63101,20155
"Republic County, Kansas",4686,20157
"Rice County, Kansas",9762,20159
"Riley County, Kansas",75296,20161
"Rooks County, Kansas",5118,20163
"Russell County, Kansas",6977,20167
"Saline County, Kansas",54977,20169
"Scott County, Kansas",4949,20171
"Sedgwick County, Kansas",512064,20173
"Seward County, Kansas",22692,20175
"Shawnee County, Kansas",178284,20177
"Sheridan County, Kansas",2506,20179
"Sherman County, Kansas",5966,20181
"Smith County, Kansas",3663,20183
"Stafford County, Kansas",4214,20185
"Stanton County, Kansas",2063,20187
"Stevens County, Kansas",5686,20189
"Sumner County, Kansas",23208,20191
"Thomas County, Kansas",7824,20193
"Trego County, Kansas",2858,20195
"Wabaunsee County, Kansas",6888,20197
"Washington County, Kansas",5525,20201
"Wichita County, Kansas",2143,20203
"Wilson County, Kansas",8780,20205
"Woodson County, Kansas",3170,20207
"Wyandotte County, Kansas",164345,20209
"Adair County, Kentucky",19241,21001
"Allen County, Kentucky",20794,21003
"Anderson County, Kentucky",22214,21005
"Ballard County, Kentucky",8090,21007
"Barren County, Kentucky",43680,21009
"Bath County, Kentucky",12268,21011
"Bell County, Kentucky",27188,21013
"Boone County, Kentucky",129095,21015
"Bourbon County, Kentucky",20144,21017
"Boyd County, Kentucky",48091,21019
"Boyle County, Kentucky",29913,21021
"Bracken County, Kentucky",8306,21023
"Breathitt County, Kentucky",13116,21025
"Breckinridge County, Kentucky",20080,21027
"Bullitt County, Kentucky",79466,21029
"Butler County, Kentucky",12745,21031
"Caldwell County, Kentucky",12727,21033
"Calloway County, Kentucky",38776,21035
"Campbell County, Kentucky",92267,21037
"Carlisle County, Kentucky",4841,21039
"Carroll County, Kentucky",10711,21041
"Carter County, Kentucky",27290,21043
"Casey County, Kentucky",15796,21045
"Christian County, Kentucky",72263,21047
"Clark County, Kentucky",35872,21049
"Clay County, Kentucky",20621,21051
"Clinton County, Kentucky",10211,21053
"Crittenden County, Kentucky",9083,21055
"Cumberland County, Kentucky",6713,21057
"Daviess County, Kentucky",99937,21059
"Edmonson County, Kentucky",12122,21061
"Elliott County, Kentucky",7517,21063
"Estill County, Kentucky",14313,21065
"Fayette County, Kentucky",318734,21067
"Fleming County, Kentucky",14479,21069
"Floyd County, Kentucky",36926,21071
"Franklin County, Kentucky",50296,21073
"Fulton County, Kentucky",6210,21075
"Gallatin County, Kentucky",8703,21077
"Garrard County, Kentucky",17328,21079
"Grant County, Kentucky",24915,21081
"Graves County, Kentucky",37294,21083
"Grayson County, Kentucky",26178,21085
"Green County, Kentucky",11023,21087
"Greenup County, Kentucky",35765,21089
"Hancock County, Kentucky",8719,21091
"Hardin County, Kentucky",108095,21093
"Harlan County, Kentucky",27134,21095
"Harrison County, Kentucky",18668,21097
"Hart County, Kentucky",18627,21099
"Henderson County, Kentucky",46137,21101
"Henry County, Kentucky",15814,21103
"Hickman County, Kentucky",4568,21105
"Hopkins County, Kentucky",45664,21107
"Jackson County, Kentucky",13373,21109
"Jefferson County, Kentucky",767154,21111
"Jessamine County, Kentucky",52422,21113
"Johnson County, Kentucky",22843,21115
"Kenton County, Kentucky",164688,21117
"Knott County, Kentucky",15513,21119
"Knox County, Kentucky",31467,21121
"Larue County, Kentucky",14156,21123
"Laurel County, Kentucky",60180,21125
"Lawrence County, Kentucky",15783,21127
"Lee County, Kentucky",6751,21129
"Leslie County, Kentucky",10472,21131
"Letcher County, Kentucky",22676,21133
"Lewis County, Kentucky",13490,21135
"Lincoln County, Kentucky",24458,21137
"Livingston County, Kentucky",9263,21139
"Logan County, Kentucky",26849,21141
"Lyon County, Kentucky",8186,21143
"McCracken County, Kentucky",65284,21145
"McCreary County, Kentucky",17635,21147
"McLean County, Kentucky",9331,21149
"Madison County, Kentucky",89700,21151
"Magoffin County, Kentucky",12666,21153
"Marion County, Kentucky",19232,21155
"Marshall County, Kentucky",31166,21157
"Martin County, Kentucky",11919,21159
"Mason County, Kentucky",17153,21161
"Meade County, Kentucky",28326,21163
"Menifee County, Kentucky",6405,21165
"Mercer County, Kentucky",21516,21167
"Metcalfe County, Kentucky",10004,21169
"Monroe County, Kentucky",10634,21171
"Montgomery County, Kentucky",27759,21173
"Morgan County, Kentucky",13285,21175
"Muhlenberg County, Kentucky",31081,21177
"Nelson County, Kentucky",45388,21179
"Nicholas County, Kentucky",7100,21181
"Ohio County, Kentucky",24071,21183
"Oldham County, Kentucky",65374,21185
"Owen County, Kentucky",10741,21187
"Owsley County, Kentucky",4463,21189
"Pendleton County, Kentucky",14520,21191
"Perry County, Kentucky",26917,21193
"Pike County, Kentucky",60483,21195
"Powell County, Kentucky",12321,21197
"Pulaski County, Kentucky",64145,21199
"Robertson County, Kentucky",2143,21201
"Rockcastle County, Kentucky",16827,21203
"Rowan County, Kentucky",24499,21205
"Russell County, Kentucky",17760,21207
"Scott County, Kentucky",53517,21209
"Shelby County, Kentucky",46786,21211
"Simpson County, Kentucky",18063,21213
"Spencer County, Kentucky",18246,21215
"Taylor County, Kentucky",25500,21217
"Todd County, Kentucky",12350,21219
"Trigg County, Kentucky",14344,21221
"Trimble County, Kentucky",8637,21223
"Union County, Kentucky",14802,21225
"Warren County, Kentucky",126427,21227
"Washington County, Kentucky",12019,21229
"Wayne County, Kentucky",20609,21231
"Webster County, Kentucky",13155,21233
"Whitley County, Kentucky",36089,21235
"Wolfe County, Kentucky",7223,21237
"Woodford County, Kentucky",26097,21239
"Acadia Parish, Louisiana",62568,22001
"Allen Parish, Louisiana",25661,22003
"Ascension Parish, Louisiana",121176,22005
"Assumption Parish, Louisiana",22714,22007
"Avoyelles Parish, Louisiana",40882,22009
"Beauregard Parish, Louisiana",36769,22011
"Bienville Parish, Louisiana",13668,22013
"Bossier Parish, Louisiana",126131,22015
"Caddo Parish, Louisiana",248361,22017
"Calcasieu Parish, Louisiana",200182,22019
"Caldwell Parish, Louisiana",9996,22021
"Cameron Parish, Louisiana",6868,22023
"Catahoula Parish, Louisiana",9893,22025
"Claiborne Parish, Louisiana",16153,22027
"Concordia Parish, Louisiana",20021,22029
"De Soto Parish, Louisiana",27216,22031
"East Baton Rouge Parish, Louisiana",444094,22033
"East Carroll Parish, Louisiana",7225,22035
"East Feliciana Parish, Louisiana",19499,22037
"Evangeline Parish, Louisiana",33636,22039
"Franklin Parish, Louisiana",20322,22041
"Grant Parish, Louisiana",22348,22043
"Iberia Parish, Louisiana",72691,22045
"Iberville Parish, Louisiana",32956,22047
"Jackson Parish, Louisiana",15926,22049
"Jefferson Parish, Louisiana",435300,22051
"Jefferson Davis Parish, Louisiana",31467,22053
"Lafayette Parish, Louisiana",240091,22055
"Lafourche Parish, Louisiana",98214,22057
"LaSalle Parish, Louisiana",14949,22059
"Lincoln Parish, Louisiana",47356,22061
"Livingston Parish, Louisiana",138111,22063
"Madison Parish, Louisiana",11472,22065
"Morehouse Parish, Louisiana",25992,22067
"Natchitoches Parish, Louisiana",38963,22069
"Orleans Parish, Louisiana",389648,22071
"Ouachita Parish, Louisiana",156075,22073
"Plaquemines Parish, Louisiana",23373,22075
"Pointe Coupee Parish, Louisiana",22158,22077
"Rapides Parish, Louisiana",131546,22079
"Red River Parish, Louisiana",8618,22081
"Richland Parish, Louisiana",20474,22083
"Sabine Parish, Louisiana",24088,22085
"St. Bernard Parish, Louisiana",45694,22087
"St. Charles Parish, Louisiana",52724,22089
"St. Helena Parish, Louisiana",10411,22091
"St. James Parish, Louisiana",21357,22093
"St. John the Baptist Parish, Louisiana",43446,22095
"St. Landry Parish, Louisiana",83449,22097
"St. Martin Parish, Louisiana",53752,22099
"St. Mary Parish, Louisiana",51734,22101
"St. Tammany Parish, Louisiana",252093,22103
"Tangipahoa Parish, Louisiana",130504,22105
"Tensas Parish, Louisiana",4666,22107
"Terrebonne Parish, Louisiana",112587,22109
"Union Parish, Louisiana",22475,22111
"Vermilion Parish, Louisiana",59867,22113
"Vernon Parish, Louisiana",51007,22115
"Washington Parish, Louisiana",46457,22117
"Webster Parish, Louisiana",39631,22119
"West Baton Rouge Parish, Louisiana",25860,22121
"West Carroll Parish, Louisiana",11180,22123
"West Feliciana Parish, Louisiana",15377,22125
"Winn Parish, Louisiana",14494,22127
"Androscoggin County, Maine",107444,23001
"Aroostook County, Maine",68269,23003
"Cumberland County, Maine",290944,23005
"Franklin County, Maine",30019,23007
"Hancock County, Maine",54541,23009
"Kennebec County, Maine",121545,23011
"Knox County, Maine",39823,23013
"Lincoln County, Maine",34067,23015
"Oxford County, Maine",57325,23017
"Penobscot County, Maine",151748,23019
"Piscataquis County, Maine",16887,23021
"Sagadahoc County, Maine",35277,23023
"Somerset County, Maine",50710,23025
"Waldo County, Maine",39418,23027
"Washington County, Maine",31694,23029
"York County, Maine",203102,23031
"Allegany County, Maryland",71977,24001
"Anne Arundel County, Maryland",567696,24003
"Baltimore County, Maryland",827625,24005
"Calvert County, Maryland",91082,24009
"Caroline County, Maryland",32875,24011
"Carroll County, Maryland",167522,24013
"Cecil County, Maryland",102517,24015
"Charles County, Maryland",157671,24017
"Dorchester County, Maryland",32261,24019
"Frederick County, Maryland",248472,24021
"Garrett County, Maryland",29376,24023
"Harford County, Maryland",251025,24025
"Howard County, Maryland",315327,24027
"Kent County, Maryland",19593,24029
"Montgomery County, Maryland",1040133,24031
"Prince George's County, Maryland",906202,24033
"Queen Anne's County, Maryland",49355,24035
"St. Mary's County, Maryland",111531,24037
"Somerset County, Maryland",25737,24039
"Talbot County, Maryland",37211,24041
"Washington County, Maryland",149811,24043
"Wicomico County, Maryland",102172,24045
"Worcester County, Maryland",51564,24047
"Baltimore city, Maryland",614700,24510
"Barnstable County, Massachusetts",213690,25001
"Berkshire County, Massachusetts",127328,25003
"Bristol County, Massachusetts",558905,25005
"Dukes County, Massachusetts",17313,25007
"Essex County, Massachusetts",781024,25009
"Franklin County, Massachusetts",70935,25011
"Hampden County, Massachusetts",469116,25013
"Hampshire County, Massachusetts",161159,25015
"Middlesex County, Massachusetts",1595192,25017
"Nantucket County, Massachusetts",11101,25019
"Norfolk County, Massachusetts",698249,25021
"Plymouth County, Massachusetts",512135,25023
"Suffolk County, Massachusetts",791766,25025
"Worcester County, Massachusetts",822280,25027
"Alcona County, Michigan",10364,26001
"Alger County, Michigan",9194,26003
"Allegan County, Michigan",115250,26005
"Alpena County, Michigan",28612,26007
"Antrim County, Michigan",23177,26009
"Arenac County, Michigan",15165,26011
"Baraga County, Michigan",8507,26013
"Barry County, Michigan",60057,26015
"Bay County, Michigan",104786,26017
"Benzie County, Michigan",17552,26019
"Berrien County, Michigan",154807,26021
"Branch County, Michigan",43584,26023
"Calhoun County, Michigan",134473,26025
"Cass County, Michigan",51460,26027
"Charlevoix County, Michigan",26219,26029
"Cheboygan County, Michigan",25458,26031
"Chippewa County, Michigan",37834,26033
"Clare County, Michigan",30616,26035
"Clinton County, Michigan",77896,26037
"Crawford County, Michigan",13836,26039
"Delta County, Michigan",36190,26041
"Dickinson County, Michigan",25570,26043
"Eaton County, Michigan",109155,26045
"Emmet County, Michigan",33039,26047
"Genesee County, Michigan",409361,26049
"Gladwin County, Michigan",25289,26051
"Gogebic County, Michigan",15414,26053
"Grand Traverse County, Michigan",91746,26055
"Gratiot County, Michigan",41067,26057
"Hillsdale County, Michigan",45830,26059
"Houghton County, Michigan",36360,26061
"Huron County, Michigan",31543,26063
"Ingham County, Michigan",289564,26065
"Ionia County, Michigan",64176,26067
"Iosco County, Michigan",25247,26069
"Iron County, Michigan",11212,26071
"Isabella County, Michigan",70775,26073
"Jackson County, Michigan",158913,26075
"Kalamazoo County, Michigan",261573,26077
"Kalkaska County, Michigan",17463,26079
"Kent County, Michigan",643140,26081
"Keweenaw County, Michigan",2130,26083
"Lake County, Michigan",11763,26085
"Lapeer County, Michigan",88202,26087
"Leelanau County, Michigan",21639,26089
"Lenawee County, Michigan",98474,26091
"Livingston County, Michigan",188482,26093
"Luce County, Michigan",6364,26095
"Mackinac County, Michigan",10817,26097
"Macomb County, Michigan",868704,26099
"Manistee County, Michigan",24444,26101
"Marquette County, Michigan",66939,26103
"Mason County, Michigan",28884,26105
"Mecosta County, Michigan",43264,26107
"Menominee County, Michigan",23234,26109
"Midland County, Michigan",83389,26111
"Missaukee County, Michigan",15006,26113
"Monroe County, Michigan",149699,26115
"Montcalm County, Michigan",63209,26117
"Montmorency County, Michigan",9261,26119
"Muskegon County, Michigan",173043,26121
"Newaygo County, Michigan",48142,26123
"Oakland County, Michigan",1250843,26125
"Oceana County, Michigan",26417,26127
"Ogemaw County, Michigan",20928,26129
"Ontonagon County, Michigan",5968,26131
"Osceola County, Michigan",23232,26133
"Oscoda County, Michigan",8277,26135
"Otsego County, Michigan",24397,26137
"Ottawa County, Michigan",284034,26139
"Presque Isle County, Michigan",12797,26141
"Roscommon County, Michigan",23877,26143
"Saginaw County, Michigan",192778,26145
"St. Clair County, Michigan",159566,26147
"St. Joseph County, Michigan",60897,26149
"Sanilac County, Michigan",41376,26151
"Schoolcraft County, Michigan",8069,26153
"Shiawassee County, Michigan",68493,26155
"Tuscola County, Michigan",53250,26157
"Van Buren County, Michigan",75272,26159
"Washtenaw County, Michigan",365961,26161
"Wayne County, Michigan",1761382,26163
"Wexford County, Michigan",33111,26165
"Aitkin County, Minnesota",15834,27001
"Anoka County, Minnesota",347431,27003
"Becker County, Minnesota",33773,27005
"Beltrami County, Minnesota",46117,27007
"Benton County, Minnesota",39779,27009
"Big Stone County, Minnesota",5016,27011
"Blue Earth County, Minnesota",66322,27013
"Brown County, Minnesota",25211,27015
"Carlton County, Minnesota",35540,27017
"Carver County, Minnesota",100416,27019
"Cass County, Minnesota",29022,27021
"Chippewa County, Minnesota",12010,27023
"Chisago County, Minnesota",54727,27025
"Clay County, Minnesota",62801,27027
"Clearwater County, Minnesota",8812,27029
"Cook County, Minnesota",5311,27031
"Cottonwood County, Minnesota",11372,27033
"Crow Wing County, Minnesota",63855,27035
"Dakota County, Minnesota",418201,27037
"Dodge County, Minnesota",20582,27039
"Douglas County, Minnesota",37203,27041
"Faribault County, Minnesota",13896,27043
"Fillmore County, Minnesota",20888,27045
"Freeborn County, Minnesota",30526,27047
"Goodhue County, Minnesota",46217,27049
"Grant County, Minnesota",5938,27051
"Hennepin County, Minnesota",1235478,27053
"Houston County, Minnesota",18663,27055
"Hubbard County, Minnesota",20862,27057
"Isanti County, Minnesota",38974,27059
"Itasca County, Minnesota",45203,27061
"Jackson County, Minnesota",10047,27063
"Kanabec County, Minnesota",16004,27065
"Kandiyohi County, Minnesota",42658,27067
"Kittson County, Minnesota",4337,27069
"Koochiching County, Minnesota",12644,27071
"Lac qui Parle County, Minnesota",6773,27073
"Lake County, Minnesota",10569,27075
"Lake of the Woods County, Minnesota",3809,27077
"Le Sueur County, Minnesota",27983,27079
"Lincoln County, Minnesota",5707,27081
"Lyon County, Minnesota",25839,27083
"McLeod County, Minnesota",35825,27085
"Mahnomen County, Minnesota",5506,27087
"Marshall County, Minnesota",9392,27089
"Martin County, Minnesota",19964,27091
"Meeker County, Minnesota",23079,27093
"Mille Lacs County, Minnesota",25728,27095
"Morrison County, Minnesota",32949,27097
"Mower County, Minnesota",39602,27099
"Murray County, Minnesota",8353,27101
"Nicollet County, Minnesota",33783,27103
"Nobles County, Minnesota",21839,27105
"Norman County, Minnesota",6559,27107
"Olmsted County, Minnesota",153065,27109
"Otter Tail County, Minnesota",57992,27111
"Pennington County, Minnesota",14184,27113
"Pine County, Minnesota",29129,27115
"Pipestone County, Minnesota",9185,27117
"Polk County, Minnesota",31591,27119
"Pope County, Minnesota",10980,27121
"Ramsey County, Minnesota",541493,27123
"Red Lake County, Minnesota",4008,27125
"Redwood County, Minnesota",15331,27127
"Renville County, Minnesota",14721,27129
"Rice County, Minnesota",65765,27131
"Rock County, Minnesota",9413,27133
"Roseau County, Minnesota",15462,27135
"St. Louis County, Minnesota",200080,27137
"Scott County, Minnesota",143372,27139
"Sherburne County, Minnesota",93231,27141
"Sibley County, Minnesota",14912,27143
"Stearns County, Minnesota",156819,27145
"Steele County, Minnesota",36676,27147
"Stevens County, Minnesota",9784,27149
"Swift County, Minnesota",9411,27151
"Todd County, Minnesota",24440,27153
"Traverse County, Minnesota",3337,27155
"Wabasha County, Minnesota",21500,27157
"Wadena County, Minnesota",13646,27159
"Waseca County, Minnesota",18809,27161
"Washington County, Minnesota",253317,27163
"Watonwan County, Minnesota",10973,27165
"Wilkin County, Minnesota",6343,27167
"Winona County, Minnesota",50847,27169
"Wright County, Minnesota",132745,27171
"Yellow Medicine County, Minnesota",9868,27173
"Adams County, Mississippi",31547,28001
"Alcorn County, Mississippi",37180,28003
"Amite County, Mississippi",12468,28005
"Attala County, Mississippi",18581,28007
"Benton County, Mississippi",8253,28009
"Bolivar County, Mississippi",32592,28011
"Calhoun County, Mississippi",14571,28013
"Carroll County, Mississippi",10129,28015
"Chickasaw County, Mississippi",17279,28017
"Choctaw County, Mississippi",8321,28019
"Claiborne County, Mississippi",9120,28021
"Clarke County, Mississippi",15928,28023
"Clay County, Mississippi",19808,28025
"Coahoma County, Mississippi",23802,28027
"Copiah County, Mississippi",28721,28029
"Covington County, Mississippi",19091,28031
"DeSoto County, Mississippi",176132,28033
"Forrest County, Mississippi",75517,28035
"Franklin County, Mississippi",7757,28037
"George County, Mississippi",23710,28039
"Greene County, Mississippi",13714,28041
"Grenada County, Mississippi",21278,28043
"Hancock County, Mississippi",46653,28045
"Harrison County, Mississippi",202626,28047
"Hinds County, Mississippi",241774,28049
"Holmes County, Mississippi",18075,28051
"Humphreys County, Mississippi",8539,28053
"Itawamba County, Mississippi",23480,28057
"Jackson County, Mississippi",142014,28059
"Jasper County, Mississippi",16529,28061
"Jefferson County, Mississippi",7346,28063
"Jefferson Davis County, Mississippi",11495,28065
"Jones County, Mississippi",68454,28067
"Kemper County, Mississippi",10107,28069
"Lafayette County, Mississippi",53459,28071
"Lamar County, Mississippi",61223,28073
"Lauderdale County, Mississippi",77323,28075
"Lawrence County, Mississippi",12630,28077
"Leake County, Mississippi",22870,28079
"Lee County, Mississippi",84915,28081
"Leflore County, Mississippi",29804,28083
"Lincoln County, Mississippi",34432,28085
"Lowndes County, Mississippi",59437,28087
"Madison County, Mississippi",103498,28089
"Marion County, Mississippi",25202,28091
"Marshall County, Mississippi",35787,28093
"Monroe County, Mississippi",35840,28095
"Montgomery County, Mississippi",10198,28097
"Neshoba County, Mississippi",29376,28099
"Newton County, Mississippi",21524,28101
"Noxubee County, Mississippi",10828,28103
"Oktibbeha County, Mississippi",49481,28105
"Panola County, Mississippi",34243,28107
"Pearl River County, Mississippi",55149,28109
"Perry County, Mississippi",12028,28111
"Pike County, Mississippi",39737,28113
"Pontotoc County, Mississippi",31315,28115
"Prentiss County, Mississippi",25360,28117
"Quitman County, Mississippi",7372,28119
"Rankin County, Mississippi",151240,28121
"Scott County, Mississippi",28415,28123
"Simpson County, Mississippi",27073,28127
"Smith County, Mississippi",16063,28129
"Stone County, Mississippi",18375,28131
"Sunflower County, Mississippi",26532,28133
"Tallahatchie County, Mississippi",14361,28135
"Tate County, Mississippi",28493,28137
"Tippah County, Mississippi",21990,28139
"Tishomingo County, Mississippi",19478,28141
"Tunica County, Mississippi",10170,28143
"Union County, Mississippi",28356,28145
"Walthall County, Mississippi",14601,28147
"Warren County, Mississippi",47075,28149
"Washington County, Mississippi",47086,28151
"Wayne County, Mississippi",20422,28153
"Webster County, Mississippi",9828,28155
"Wilkinson County, Mississippi",8990,28157
"Winston County, Mississippi",18358,28159
"Yalobusha County, Mississippi",12421,28161
"Yazoo County, Mississippi",27974,28163
"Adair County, Missouri",25325,29001
"Andrew County, Missouri",17403,29003
"Atchison County, Missouri",5270,29005
"Audrain County, Missouri",25735,29007
"Barry County, Missouri",35493,29009
"Barton County, Missouri",11850,29011
"Bates County, Missouri",16374,29013
"Benton County, Missouri",18989,29015
"Bollinger County, Missouri",12281,29017
"Boone County, Missouri",176515,29019
"Buchanan County, Missouri",89076,29021
"Butler County, Missouri",42733,29023
"Caldwell County, Missouri",9049,29025
"Callaway County, Missouri",44840,29027
"Camden County, Missouri",45096,29029
"Cape Girardeau County, Missouri",78324,29031
"Carroll County, Missouri",8843,29033
"Carter County, Missouri",6197,29035
"Cass County, Missouri",102678,29037
"Cedar County, Missouri",13938,29039
"Chariton County, Missouri",7546,29041
"Christian County, Missouri",84275,29043
"Clark County, Missouri",6800,29045
"Clay County, Missouri",239164,29047
"Clinton County, Missouri",20475,29049
"Cole County, Missouri",76740,29051
"Cooper County, Missouri",17622,29053
"Crawford County, Missouri",24280,29055
"Dade County, Missouri",7590,29057
"Dallas County, Missouri",16499,29059
"Daviess County, Missouri",8302,29061
"DeKalb County, Missouri",12564,29063
"Dent County, Missouri",15504,29065
"Douglas County, Missouri",13374,29067
"Dunklin County, Missouri",30428,29069
"Franklin County, Missouri",102781,29071
"Gasconade County, Missouri",14746,29073
"Gentry County, Missouri",6665,29075
"Greene County, Missouri",288429,29077
"Grundy County, Missouri",10039,29079
"Harrison County, Missouri",8554,29081
"Henry County, Missouri",21765,29083
"Hickory County, Missouri",9368,29085
"Holt County, Missouri",4456,29087
"Howard County, Missouri",10113,29089
"Howell County, Missouri",40102,29091
"Iron County, Missouri",10221,29093
"Jackson County, Missouri",692003,29095
"Jasper County, Missouri",119238,29097
"Jefferson County, Missouri",223302,29099
"Johnson County, Missouri",53689,29101
"Knox County, Missouri",3951,29103
"Laclede County, Missouri",35507,29105
"Lafayette County, Missouri",32589,29107
"Lawrence County, Missouri",38133,29109
"Lewis County, Missouri",10027,29111
"Lincoln County, Missouri",55563,29113
"Linn County, Missouri",12186,29115
"Livingston County, Missouri",15076,29117
"McDonald County, Missouri",22827,29119
